rank,prime,digits,year,type,
1519,205*2^1358016+1,408806,2012,other,
1515,1123*2^1361432+1,409835,2012,other,
1508,555*2^1363577+1,410481,2012,other,
1506,869*2^1364737+1,410830,2012,other,
1505,19861029*2^1365009-1,410916,2012,other,
1500,1055*2^1365519+1,411066,2012,other,
1496,497*2^1366295+1,411299,2012,other,
1494,955*2^1366700+1,411421,2012,other,
1490,789*2^1367445+1,411645,2012,other,
1487,609*2^1368375+1,411925,2012,other,
1482,771*2^1369709+1,412327,2012,other,
1479,955*2^1369986+1,412410,2012,other,
1473,347*2^1372215+1,413081,2012,other,
1472,231*2^1372505+1,413168,2012,other,
1471,981*2^1373643+1,413511,2012,other,
1470,(2^64-189)*10^413500+1,413520,2012,other,
1468,163*2^1374474+1,413761,2012,other,
1466,1005*2^1375758+1,414148,2012,other,
1458,653*2^1377857+1,414780,2012,other,
1457,1041*2^1377936+1,414804,2012,other,
1454,199*2^1379329-1,415222,2012,other,
1450,609*2^1380766+1,415655,2012,other,
1446,487*2^1382068+1,416047,2012,other,
1443,491*2^1382361+1,416135,2012,other,
1442,999*2^1382497+1,416177,2012,other,
1437,409*2^1384346+1,416733,2012,other,
1436,427*2^1385238+1,417001,2012,other,
1434,771*2^1385696+1,417139,2012,other,
1433,675*2^1386270+1,417312,2012,other,
1432,805*2^1386368+1,417342,2012,other,
1431,2336976^65536+1,417377,2012,Generalized,
1430,1169*2^1387289+1,417619,2012,other,
1428,413*2^1387625+1,417720,2012,other,
1423,953*2^1389449+1,418269,2012,other,
1420,869*2^1389895+1,418404,2012,other,
1418,891*2^1390163+1,418484,2012,other,
1417,1151*2^1390169+1,418486,2012,other,
1415,2483590^65536+1,419108,2012,Generalized,
1414,2484264^65536+1,419116,2012,Generalized,
1413,147*2^1392930+1,419316,2012,other,
1411,935*2^1394813+1,419884,2012,other,
1407,225*2^1395649-1,420135,2012,other,
1404,765*2^1398051+1,420859,2012,other,
1399,219*2^1398411+1,420966,2012,other,
1398,125*2^1398712-1,421057,2012,other,
1393,881*2^1399963+1,421434,2012,other,
1392,429*2^1400083+1,421470,2012,other,
1391,573*2^1400092+1,421473,2012,other,
1390,1131*2^1401172+1,421798,2012,other,
1389,2738848^65536+1,421893,2012,Generalized,
1388,2744940^65536+1,421956,2012,Generalized,
1386,1101*2^1402221+1,422114,2012,other,
1385,647*2^1402275+1,422130,2012,other,
1384,435*2^1402809+1,422291,2012,other,
1383,2779470^65536+1,422312,2012,Generalized,
1380,2829122^65536+1,422816,2012,Generalized,
1379,141*2^1404747+1,422874,2012,other,
1378,143*2^1406788-1,423488,2012,other,
1374,165*2^1408117+1,423888,2012,other,
1372,439*2^1408326+1,423952,2012,other,
1371,445*2^1408906+1,424126,2012,other,
1369,625*2^1410668+1,424657,2012,Generalized,
1367,1083*2^1410817+1,424702,2012,other,
1361,799*2^1413586+1,425535,2012,other,
1360,1031*2^1413801+1,425600,2012,other,
1359,1087*2^1413982+1,425655,2012,other,
1357,659*2^1414237+1,425731,2012,other,
1353,303*2^1416878+1,426526,2012,other,
1352,225*2^1417568+1,426733,2012,Generalized,
1346,273*2^1418856+1,427121,2012,other,
1345,1047*2^1418968+1,427155,2012,other,
1338,537*2^1421571+1,427939,2012,other,
1336,255*2^1422283-1,428153,2012,other,
1334,555*2^1422674+1,428271,2012,other,
1333,561*2^1423021+1,428375,2012,other,
1328,1169*2^1423969+1,428661,2012,other,
1325,1129*2^1424494+1,428819,2012,other,
1322,2018*162^194314-1,429344,2012,other,
1319,1023*2^1426490+1,429420,2012,other,
1318,19681127*2^1426862-1,429536,2012,other,
1317,147*2^1426959+1,429560,2012,other,
1311,675*2^1429386+1,430291,2012,other,
1310,1193*2^1430037+1,430488,2012,other,
1309,1031*2^1430239+1,430548,2012,other,
1308,1079*2^1430317+1,430572,2012,other,
1306,1041*2^1431405+1,430899,2012,other,
1304,3303*112^210284+1,430922,2012,other,
1302,825*2^1433131+1,431419,2012,other,
1301,749*2^1433277+1,431463,2012,other,
1300,987*2^1433326+1,431478,2012,other,
1299,141*2^1433536+1,431540,2012,other,
1296,825*2^1433899+1,431650,2012,other,
1294,1135*2^1434722+1,431898,2012,other,
1291,969*2^1435731+1,432202,2012,other,
1286,637*2^1438112+1,432918,2012,other,
1285,581*2^1438385+1,433000,2012,other,
1284,851*2^1438625+1,433073,2012,other,
1283,417*2^1439196+1,433244,2012,other,
1281,589*2^1440410+1,433610,2012,other,
1279,345*2^1441905+1,434060,2012,other,
1278,705*2^1442509+1,434242,2012,other,
1276,855*2^1444094+1,434719,2012,other,
1273,194*165^196199+1,435071,2012,other,
1272,923*2^1445405+1,435114,2012,other,
1269,1061*2^1445645+1,435186,2012,other,
1268,711*2^1446472+1,435435,2012,other,
1266,969*2^1447062+1,435613,2012,other,
1264,10107*6^559967+1,435744,2012,other,
1263,1051*2^1447928+1,435873,2012,other,
1262,395*2^1447971+1,435886,2012,other,
1259,909*2^1449002+1,436197,2012,other,
1257,855*2^1449637+1,436388,2012,other,
1256,1121*2^1449665+1,436396,2012,other,
1254,1139*2^1450029+1,436506,2012,other,
1253,1101*2^1450203-1,436558,2012,other,
1252,995*2^1450439+1,436629,2012,other,
1251,911*2^1450865+1,436757,2012,other,
1249,967*2^1453316+1,437495,2012,other,
1248,281*2^1453426-1,437528,2012,other,
1247,379*2^1453534+1,437560,2012,other,
1246,1085*2^1453676-1,437604,2012,other,
1244,701*2^1455225+1,438070,2012,other,
1242,301*2^1455620+1,438188,2012,other,
1240,1179*2^1456957-1,438591,2012,other,
1239,505*2^1457394+1,438723,2012,other,
1238,179*2^1457415+1,438728,2012,other,
1237,1003*2^1458560+1,439074,2012,other,
1236,315*2^1459160+1,439254,2012,other,
1235,361*2^1459308+1,439299,2012,Generalized,
1234,1035*2^1460028-1,439516,2012,other,
1233,921*2^1460168+1,439558,2012,other,
1232,647*2^1461075+1,439831,2012,other,
1230,821*2^1461453+1,439945,2012,other,
1228,1193*2^1462209+1,440172,2012,other,
1227,565*2^1462336+1,440210,2012,other,
1225,533*2^1462557+1,440277,2012,other,
1224,179*2^1464720-1,440927,2012,other,
1222,279*2^1465658+1,441210,2012,other,
1221,253*2^1465908+1,441285,2012,other,
1218,1073*2^1467421+1,441741,2012,other,
1213,629*2^1469471+1,442358,2012,other,
1212,303*2^1470065+1,442537,2012,other,
1210,579*2^1471002+1,442819,2012,other,
1209,207*2^1471290+1,442905,2012,other,
1207,133*2^1471408+1,442941,2012,other,
1203,127*2^1472718+1,443335,2012,other,
1195,371*2^1475337+1,444124,2012,other,
1194,163*2^1475932+1,444303,2012,other,
1190,847*2^1477272+1,444707,2012,other,
1188,705*2^1478286+1,445012,2012,other,
1186,609*2^1478341+1,445028,2012,other,
1185,1185*2^1478556+1,445093,2012,other,
1184,2421*2^1479236+1,445298,2012,other,
1183,725*2^1479843+1,445480,2012,other,
1181,395*2^1480715+1,445743,2012,other,
1179,583*2^1480974+1,445821,2012,other,
1178,503*2^1481165+1,445878,2012,other,
1176,355*2^1482390+1,446247,2012,other,
1171,1286*3^937499+1,447304,2012,Generalized,
1169,1155*2^1486428+1,447463,2012,other,
1167,103*2^1486695-1,447542,2012,other,
1164,1181*2^1487725+1,447853,2012,other,
1163,191*2^1487775+1,447868,2012,other,
1161,877*2^1489150+1,448282,2012,other,
1160,789*2^1489887+1,448504,2012,other,
1158,147*2^1490274+1,448620,2012,other,
1156,303*2^1491450+1,448974,2012,other,
1155,357*2^1491595+1,449018,2012,other,
1150,673*2^1492542+1,449303,2012,other,
1148,711*2^1493231+1,449511,2012,other,
1147,455*2^1493715+1,449656,2012,other,
1146,651*2^1493757+1,449669,2012,other,
1142,131*2^1494099+1,449771,2012,other,
1141,749*2^1494203+1,449803,2012,other,
1140,283*2^1494614+1,449927,2012,other,
1138,32*26^318071+1,450064,2012,other,
1136,687*2^1496330+1,450444,2012,other,
1135,191*2^1496507+1,450496,2012,other,
1132,533*2^1499097+1,451276,2012,other,
1130,429*2^1499779+1,451482,2012,other,
1128,579*2^1500429+1,451677,2012,other,
1127,1075*2^1500964+1,451839,2012,other,
1125,1137*2^1501715+1,452065,2012,other,
1118,1115*2^1505697+1,453264,2012,other,
1116,143*2^1507352-1,453761,2012,other,
1114,735*2^1509857+1,454516,2012,other,
1113,165*2^1510977+1,454852,2012,other,
1112,945*2^1511373+1,454972,2012,other,
1107,37674760044125*2^1513679-67931,455677,2012,other,
1105,1169*2^1515073+1,456086,2012,other,
1104,825*2^1515604+1,456246,2012,other,
1100,731*2^1518257+1,457044,2012,other,
1093,687*2^1522087+1,458197,2012,other,
1091,731*2^1522457+1,458309,2012,other,
1085,1071*2^1526401+1,459496,2012,other,
1081,505*2^1529188+1,460335,2012,other,
1080,941*2^1529195+1,460337,2012,other,
1079,771*2^1529249+1,460353,2012,other,
1065,699*2^1535678+1,462288,2012,other,
1062,759*2^1537049+1,462701,2012,other,
1056,1061*2^1540377+1,463703,2012,other,
1052,703*2^1542084+1,464217,2012,other,
1048,1003*2^1544288+1,464881,2012,other,
1045,539*2^1545909+1,465368,2012,other,
1041,1199*2^1548171+1,466049,2012,other,
1038,1071*2^1548940+1,466281,2012,other,
1033,1185*2^1553995+1,467803,2012,other,
1031,817*2^1554994+1,468103,2012,other,
1030,651*2^1558979+1,469303,2012,other,
1027,695*2^1560515+1,469765,2012,other,
1026,931*2^1561084+1,469937,2012,other,
1024,891*2^1561849+1,470167,2012,other,
1022,103*2^1562619-1,470398,2012,other,
1020,1047*2^1563150+1,470559,2012,other,
1016,1079*2^1565923+1,471393,2012,other,
1006,26*800^162819+1,472680,2012,other,
1005,111*2^1570718-1,472836,2012,other,
1003,703*2^1572182+1,473277,2012,other,
999,1003*2^1575486+1,474272,2012,other,
998,373*2^1575751-1,474351,2012,other,
995,805*2^1576258+1,474504,2012,other,
994,909*2^1576339+1,474529,2012,other,
993,553*2^1577344+1,474831,2012,other,
986,603*2^1578398+1,475148,2012,other,
985,1167*2^1579018+1,475335,2012,other,
979,989*2^1580147+1,475675,2012,other,
974,1098133#-1,476311,2012,Primorial,
973,855*2^1582921+1,476510,2012,other,
971,763*2^1583512+1,476688,2012,other,
965,1039*2^1586474+1,477580,2012,other,
964,1191*2^1586696+1,477647,2012,other,
962,1197*2^1587140+1,477780,2012,other,
960,263*2^1587302-1,477828,2012,other,
951,875*2^1591229+1,479011,2012,other,
947,853*2^1592254+1,479320,2012,other,
944,1147*2^1593256+1,479621,2012,other,
941,555*2^1593788+1,479781,2012,other,
939,1113*2^1594402+1,479966,2012,other,
935,659*2^1595363+1,480255,2012,other,
932,1033*2^1596708+1,480661,2012,other,
930,216290*167^216290-1,480757,2012,Generalized,
927,555*2^1597517+1,480904,2012,other,
926,1073*2^1600077+1,481675,2012,other,
924,959*2^1600467+1,481792,2012,other,
922,1009*2^1602478+1,482397,2012,other,
920,486*187^212627+1,483058,2012,other,
917,1109*2^1606173+1,483510,2012,other,
911,521*2^1608779+1,484294,2012,other,
910,569*2^1608879+1,484324,2012,other,
907,713*2^1610773+1,484894,2012,other,
901,1039*2^1616090+1,486495,2012,other,
899,825*2^1616204+1,486529,2012,other,
895,913*2^1619004+1,487372,2012,other,
892,939*2^1621215+1,488038,2012,other,
891,651*2^1621489+1,488120,2012,other,
889,897*2^1623927+1,488854,2012,other,
888,715*2^1624000+1,488876,2012,other,
887,975*2^1624794+1,489115,2012,other,
882,907*2^1628548+1,490245,2012,other,
881,555*2^1629059+1,490399,2012,other,
876,937*2^1632080+1,491309,2012,other,
875,675*2^1632285+1,491370,2012,other,
873,539*2^1632705+1,491496,2012,other,
871,1185*2^1632895+1,491554,2012,other,
870,645*2^1633521+1,491742,2012,other,
869,971*2^1633735+1,491807,2012,other,
866,871*2^1635488+1,492334,2012,other,
865,765*2^1635531+1,492347,2012,other,
863,531*2^1637465+1,492929,2012,other,
854,933*2^1642574+1,494468,2012,other,
853,771*2^1643321+1,494692,2012,other,
851,72532*5^708453-1,495193,2012,other,
846,209*2^1647640-1,495992,2012,other,
845,309*2^1647947-1,496084,2012,other,
842,925*2^1649360+1,496510,2012,other,
838,785*2^1650459+1,496841,2012,other,
837,143*2^1650689+1,496910,2012,other,
836,689*2^1651563+1,497173,2012,other,
833,1047*2^1653096+1,497635,2012,other,
829,239*30^337990-1,499255,2012,other,
827,521*2^1659077+1,499435,2012,other,
825,825*2^1660087+1,499739,2012,other,
824,533*2^1660425+1,499841,2012,other,
815,525*2^1668316+1,502216,2012,other,
813,1089*2^1669361+1,502531,2012,other,
810,847*2^1670014+1,502728,2012,other,
809,987*2^1672475+1,503469,2012,other,
808,879*2^1672525+1,503484,2012,other,
805,699*2^1674293+1,504016,2012,other,
804,1043*2^1674573+1,504100,2012,other,
801,567*2^1676783+1,504765,2012,other,
799,905*2^1677085+1,504856,2012,other,
797,559*2^1677446+1,504965,2012,other,
795,1065*2^1679402+1,505554,2012,other,
794,985*2^1679754+1,505660,2012,other,
790,555*2^1679952+1,505719,2012,other,
789,5374*5^723697-1,505847,2012,other,
781,693*2^1685544+1,507403,2012,other,
780,1191*2^1686001+1,507540,2012,other,
778,2*3^1063844-1,507583,2012,other,
777,915*2^1686699+1,507750,2012,other,
775,599*2^1687659+1,508039,2012,other,
772,993*2^1691212+1,509109,2012,other,
770,873*2^1692706+1,509559,2012,other,
768,985*2^1694268+1,510029,2012,other,
767,883*2^1694710+1,510162,2012,other,
764,561*2^1697783+1,511087,2012,other,
763,1065*2^1698303+1,511244,2012,other,
762,657*2^1699031+1,511463,2012,other,
761,927*2^1699446+1,511588,2012,other,
760,1642*30^346592-1,511962,2012,other,
757,1071*2^1701792+1,512294,2012,other,
755,851*2^1702569+1,512528,2012,other,
753,855*2^1703065+1,512677,2012,other,
748,727*2^1704196+1,513017,2012,other,
747,109*2^1704658+1,513156,2012,other,
743,889*2^1707094+1,513890,2012,other,
742,935*2^1707129+1,513901,2012,other,
741,18656*5^735326-1,513976,2012,other,
739,1035*2^1708648+1,514358,2012,other,
738,833*2^1708797+1,514403,2012,other,
734,1101*2^1712807+1,515610,2012,other,
733,975*2^1714004+1,515970,2012,other,
715,338948*5^743996-1,520037,2012,other,
702,6*10^522127+1,522128,2012,other,
689,315*2^1741334-1,524197,2012,other,
687,91*2^1742093-1,524425,2012,other,
685,345*2^1742652-1,524594,2012,other,
676,340168*5^753789-1,526882,2012,other,
646,190088*5^760352-1,531469,2012,Generalized,
634,177*2^1775674-1,534534,2012,other,
629,316594*5^766005-1,535421,2012,other,
615,11812*5^769343-1,537752,2012,other,
610,289184*5^770116-1,538294,2012,other,
574,1347*2^1813433-1,545901,2012,other,
568,1155*2^1816779-1,546909,2012,other,
563,1387*2^1818593-1,547455,2012,other,
551,162668*5^785748-1,549220,2012,other,
521,333*2^1853115-1,557846,2012,other,
520,126072*31^374323-1,558257,2012,other,
514,103*2^1860103-1,559949,2012,other,
504,315*2^1869119-1,562664,2012,other,
501,21*2^1872923-1,563808,2012,other,
444,48764*5^831946-1,581510,2012,other,
443,143*2^1932112-1,581626,2012,other,
441,182627*2^1934664-1,582398,2012,other,
425,111*2^1946322-1,585904,2012,other,
415,112*113^286643-1,588503,2012,other,
407,57406*5^844253-1,590113,2012,other,
402,253*2^1965215-1,591592,2012,other,
349,45*2^2014557+1,606444,2012,other,
326,3*10^618853+1,618854,2012,other,
309,269328*211^269328+1,626000,2012,Generalized,
305,437960*3^1313880+1,626886,2012,Generalized,
274,292402*159^292402+1,643699,2012,Generalized,
260,21*2^2160479-1,650371,2012,other,
257,69*2^2174213-1,654506,2012,other,
243,3*10^665829+1,665830,2012,other,
223,1983*366^271591-1,696222,2012,other,
214,45*2^2347187+1,706576,2012,other,
212,2683*2^2360743-1,710658,2012,other,
206,1117*2^2373977-1,714642,2012,other,
205,61*2^2381887-1,717022,2012,other,
193,41676*7^875197-1,739632,2012,Generalized,
188,1061*2^2474282-1,744837,2012,other,
180,45*2^2507894+1,754953,2012,other,
176,123287*2^2538167+1,764070,2012,other,
172,147559*2^2562218+1,771310,2012,other,
169,334310*211^334310-1,777037,2012,Generalized,
158,13*2^2642943-1,795607,2012,other,
150,45*2^2711732+1,816315,2012,other,
149,165*2^2717378-1,818015,2012,other,
144,15*2^2785940+1,838653,2012,other,
138,177*2^2816050+1,847718,2012,other,
126,427194*113^427194+1,877069,2012,Generalized,
118,198677*2^2950515+1,888199,2012,other,
112,15*2^2988834+1,899730,2012,other,
101,21*2^3065701+1,922870,2012,other,
100,5*2^3090860-1,930443,2012,other,
98,1019*2^3103680-1,934304,2012,other,
95,19*2^3155009-1,949754,2012,other,
94,15*2^3162659+1,952057,2012,other,
93,1087*2^3164677-1,952666,2012,other,
86,223*2^3264459-1,982703,2012,other,
77,1087*2^3336385-1,1004355,2012,other,
76,81*2^3352924+1,1009333,2012,Generalized,
71,1273*2^3448551-1,1038121,2012,other,
68,9*2^3497442+1,1052836,2012,other,
64,1019*2^3536312-1,1064539,2012,other,
51,27*2^3855094-1,1160501,2012,other,
50,9*2^4005979-1,1205921,2012,other,
48,191*2^4203426-1,1265360,2012,other,
42,121*2^4553899-1,1370863,2012,other,
41,9*2^4683555-1,1409892,2012,other,
39,1271*2^4850526-1,1460157,2012,other,
37,525094^262144+1,1499526,2012,Generalized,
35,676754^262144+1,1528413,2012,Generalized,
33,773620^262144+1,1543643,2012,Generalized,
31,252191*2^5497878-1,1655032,2012,other,
29,7*2^5775996+1,1738749,2012,other,
15,341112^524288+1,2900832,2012,Generalized,
14,356926^524288+1,2911151,2012,Generalized,
13,475856^524288+1,2976633,2012,Generalized,
5769,92836168856*2371#+1,1014,2013,other,
5768,93537753980*2371#+1,1014,2013,other,
5767,97336164242*2371#+1,1014,2013,other,
5766,112929231161*2371#+1,1014,2013,other,
5765,113236255068*2371#+1,1014,2013,other,
5764,115248484057*2371#+1,1014,2013,other,
5753,94807777362*2503#+1633050373,1072,2013,other,
5752,150822742857*2503#+1633050373,1072,2013,other,
5751,495690450643*2503#+1633050403,1072,2013,other,
5750,993530619517*2503#+1633050373,1073,2013,other,
5749,554729409262*2621#+1615841,1117,2013,Quintuplet,
5748,554729409262*2621#+1615843,1117,2013,Quintuplet,
5747,554729409262*2621#+1615847,1117,2013,Quintuplet,
5746,554729409262*2621#+1615849,1117,2013,Quintuplet,
5745,554729409262*2621#+1615853,1117,2013,Quintuplet,
5744,566650659276*2621#+1615841,1117,2013,Quintuplet,
5743,566650659276*2621#+1615843,1117,2013,Quintuplet,
5742,566650659276*2621#+1615847,1117,2013,Quintuplet,
5741,566650659276*2621#+1615849,1117,2013,Quintuplet,
5740,566650659276*2621#+1615853,1117,2013,Quintuplet,
5734,406463527990*2801#+1633050403,1209,2013,other,
5730,699549860111847*2^4244-1,1293,2013,Quintuplet,
5729,699549860111847*2^4244+1,1293,2013,Quintuplet,
5728,699549860111847*2^4244+5,1293,2013,Quintuplet,
5727,699549860111847*2^4244+7,1293,2013,Quintuplet,
5726,699549860111847*2^4244+11,1293,2013,Quintuplet,
5718,9039840848561*3299#/35-5,1401,2013,Quintuplet,
5717,9039840848561*3299#/35-1,1401,2013,Quintuplet,
5716,9039840848561*3299#/35+1,1401,2013,Quintuplet,
5715,9039840848561*3299#/35+5,1401,2013,Quintuplet,
5714,9039840848561*3299#/35+7,1401,2013,Quintuplet,
5668,198267970563*6007#+7811555753,2575,2013,other,
5651,25506692100*7001#+7811555783,3020,2013,other,
5650,26997933312*7001#+7811555753,3020,2013,other,
5649,50946848056*7001#+7811555813,3021,2013,other,
5648,62037039993*7001#+7811555813,3021,2013,other,
5634,722047383902589*2^11111-1,3360,2013,Quadruplet,
5633,722047383902589*2^11111+1,3360,2013,Quadruplet,
5632,722047383902589*2^11111+5,3360,2013,Quadruplet,
5631,722047383902589*2^11111+7,3360,2013,Quadruplet,
5629,305136484659*2^11399-1,3443,2013,Quadruplet,
5628,305136484659*2^11399+1,3443,2013,Quadruplet,
5627,305136484659*2^11399+5,3443,2013,Quadruplet,
5626,305136484659*2^11399+7,3443,2013,Quadruplet,
5625,2339662057597*10^3490+1,3503,2013,Quadruplet,
5624,2339662057597*10^3490+3,3503,2013,Quadruplet,
5623,2339662057597*10^3490+7,3503,2013,Quadruplet,
5622,2339662057597*10^3490+9,3503,2013,Quadruplet,
5605,U(19709)/5442947509995472691549,4097,2013,other,
5576,primA(65365),5137,2013,other,
5575,primA(92445),5151,2013,other,
5574,primB(108465),5177,2013,other,
5571,primB(63235),5287,2013,other,
5570,primB(65305),5298,2013,other,
5562,V(26309)/42316339086094085101,5479,2013,Lucas,
5561,primU(27721),5485,2013,other,
5560,primU(39489),5502,2013,other,
5554,primB(72505),5699,2013,other,
